id,commodity,unit,hyvee_everyday,hyvee_ad,hyvee_ad_from,hyvee_ad_to,hyvee_shown,aldi_everyday,aldi_ad,aldi_ad_from,aldi_ad_to,aldi_shown,familyfare_everyday,familyfare_ad,familyfare_ad_from,familyfare_ad_to,familyfare_shown,fareway_everyday,fareway_ad,fareway_ad_from,fareway_ad_to,fareway_shown,bakers_everyday,bakers_ad,bakers_ad_from,bakers_ad_to,bakers_shown,sams_everyday,sams_ad,sams_ad_from,sams_ad_to,sams_shown,walmart_everyday,walmart_ad,walmart_ad_from,walmart_ad_to,walmart_shown
dryer-sheets,Dryer Sheets,each,0.0599,0.05,2026-08-31,2026-09-06,0.05,0.0299,,,,0.0299,0.0374,,,,0.0374,0.0495,0.0328,2026-08-11,2026-09-10,0.0328,0.035,,,,0.035,0.0199,,,,0.0199,0.0304,0.0767,2026-08-31,2026-09-30,0.0304
cheese-crackers,Cheese Crackers,oz,0.3621,0.2016,2026-08-31,2026-09-06,0.2016,0.1805,,,,0.1805,0.209,0.2823,2026-09-06,2026-09-12,0.209,0.3557,0.2543,2026-08-11,2026-09-10,0.2543,0.2331,,,,0.2331,0.1791,,,,0.1791,0.2029,0.2557,2026-08-31,2026-09-30,0.2029
hot-dogs,Hot Dogs,oz,0.1067,0.1562,2026-08-31,2026-09-06,0.1067,0.0825,0.2993,2026-09-02,2026-09-08,0.0825,0.1431,,,,0.1431,0.12,0.1119,2026-08-11,2026-09-10,0.1119,0.0977,0.1106,2026-09-02,2026-09-08,0.0977,0.0835,,,,0.0835,0.0833,0.0929,2026-08-31,2026-09-30,0.0833
bread,Bread (loaf),each,1.99,2.49,2026-08-31,2026-09-06,1.99,1.45,4.49,2026-09-02,2026-09-08,1.45,1.99,,,,1.99,1.69,,,,1.69,1.19,1.99,2026-07-15,2026-09-09,1.19,1.76,,,,1.76,1.48,2.86,2026-08-31,2026-09-30,1.48
sour-cream,Sour Cream,oz,0.1675,0.1244,2026-08-31,2026-09-06,0.1244,0.1094,,,,0.1094,0.1371,0.1681,2026-09-06,2026-09-12,0.1371,0.1871,0.1433,,,0.1433,0.1204,0.2288,2026-08-17,2026-09-14,0.1204,0.1154,,,,0.1154,0.1142,,,,0.1142
ground-beef-8020,80/20 Ground Beef,lb,6.83,4.98,2026-08-31,2026-09-06,4.98,5.29,,,,5.29,7.33,,,,7.33,5.99,,,,5.99,6.6667,,,,6.6667,4.77,,,,4.77,5.493,4.943,2026-08-31,2026-09-30,4.943
grapes,Grapes,lb,2.99,1.97,2026-08-31,2026-09-06,1.97,1.6889,2.2967,2026-09-02,2026-09-08,1.6889,3.69,2.99,2026-09-06,2026-09-12,2.99,1.99,2.99,,,1.99,2.6633,1.99,2026-09-02,2026-09-08,1.99,1.6233,,,,1.6233,1.9689,1.6711,2026-08-31,2026-09-30,1.6711
hot-dog-buns,Hot Dog Buns,each,0.2488,0.16,2026-09-04,2026-09-06,0.16,,,,,,0.5362,,,,0.5362,0.185,,,,0.185,0.1862,0.3113,2026-07-15,2026-09-09,0.1862,0.2425,,,,0.2425,0.185,0.2462,2026-08-31,2026-09-30,0.185
avocados,Avocados,each,,0.69,2026-08-31,2026-09-06,0.69,0.4817,0.9225,2026-09-02,2026-09-08,0.4817,1.49,,,,1.49,1.5,0.99,,,0.99,0.9975,,,,0.9975,1.314,,,,1.314,0.58,,,,0.58
bratwurst,Bratwurst,lb,4.9853,4.2021,2026-08-31,2026-09-06,4.2021,2.3825,,,,2.3825,5.3244,,,,5.3244,5.0442,,,,5.0442,3.5467,,,,3.5467,,,,,,4.5195,,,,4.5195
charcoal,Charcoal Briquets,lb,0.7779,0.6869,2026-08-31,2026-09-06,0.6869,,,,,,0.8744,,,,0.8744,0.713,0.5182,2026-08-23,2026-09-22,0.5182,0.7079,0.5188,2026-08-17,2026-09-14,0.5188,0.587,,,,0.587,0.4925,0.99,2026-08-31,2026-09-30,0.4925
bbq-sauce,BBQ Sauce,oz,0.1267,0.2574,2026-08-31,2026-09-06,0.1267,0.0939,0.0939,2026-09-02,2026-09-08,0.0939,0.1106,,,,0.1106,0.1372,0.112,2026-08-30,2026-09-29,0.112,0.1106,,,,0.1106,0.07,,,,0.07,0.0872,0.0743,2026-08-31,2026-09-30,0.0743
diapers,Diapers,each,0.2668,0.25,2026-08-31,2026-09-06,0.25,0.1499,,,,0.1499,0.1748,,,,0.1748,0.2906,0.2788,2026-08-30,2026-09-29,0.2788,0.168,0.2716,2026-08-10,2026-09-07,0.168,0.1402,,,,0.1402,0.1556,0.2496,2026-08-31,2026-09-30,0.1556
laundry-pods,Laundry Detergent Pods,each,0.3206,0.1,2026-08-31,2026-09-06,0.1,0.2131,,,,0.2131,0.2974,,,,0.2974,0.5619,0.3738,2026-08-09,2026-09-08,0.3738,0.2496,,,,0.2496,0.1498,,,,0.1498,0.1795,0.1996,2026-08-31,2026-09-30,0.1795
marshmallows,Marshmallows,oz,0.0962,0.1244,2026-08-31,2026-09-06,0.0962,0.115,,,,0.115,0.1244,0.129,2026-09-06,2026-09-12,0.1244,0.1681,0.1244,2026-08-11,2026-09-10,0.1244,0.1244,,,,0.1244,0.1713,,,,0.1713,0.0731,,,,0.0731
graham-crackers,Graham Crackers,oz,0.2076,0.2,2026-08-31,2026-09-06,0.2,0.1382,,,,0.1382,0.2285,,,,0.2285,0.2764,0.2417,2026-08-11,2026-09-10,0.2417,0.159,0.3812,2026-07-15,2026-09-16,0.159,0.1559,,,,0.1559,0.15,,,,0.15
mustard,Yellow Mustard,oz,0.0693,0.1556,2026-08-31,2026-09-06,0.0693,0.0495,,,,0.0495,0.0995,,,,0.0995,0.1145,0.0985,,,0.0985,0.0988,,,,0.0988,0.0512,,,,0.0512,0.05,,,,0.05
ketchup,Ketchup,oz,0.0784,0.0521,2026-08-31,2026-09-06,0.0521,0.0513,,,,0.0513,0.0662,,,,0.0662,0.0708,0.0653,2026-08-31,2026-09-30,0.0653,0.0545,0.0745,2026-07-15,2026-09-09,0.0545,0.0832,,,,0.0832,0.0506,0.0758,2026-08-31,2026-09-30,0.0506
frozen-pizza,Frozen Pizza,each,3,3.33,2026-08-31,2026-09-06,3,2.99,,,,2.99,7.49,7.29,2026-09-06,2026-09-12,7.29,4.49,3.33,2026-08-11,2026-09-10,3.33,3.99,,,,3.99,2.97,,,,2.97,3.84,2.96,2026-08-31,2026-09-30,2.96
bagels,Bagels,each,0.5467,0.6133,2026-08-31,2026-09-06,0.5467,0.3317,,,,0.3317,0.5983,,,,0.5983,0.665,0.3333,,,0.3333,0.415,1.1975,2026-08-19,2026-09-16,0.415,0.5817,,,,0.5817,0.3567,,,,0.3567
cereal,Breakfast Cereal,oz,0.1661,0.1544,2026-08-31,2026-09-06,0.1544,0.1472,,,,0.1472,0.1643,,,,0.1643,,,,,,0.1106,0.1191,2026-09-02,2026-09-08,0.1106,0.1199,,,,0.1199,0.1449,0.2324,2026-08-31,2026-09-30,0.1449
hash-browns,Frozen Hash Browns,oz,0.1493,0.1088,2026-08-31,2026-09-06,0.1088,0.1152,,,,0.1152,0.1665,,,,0.1665,0.1556,0.0934,2026-08-09,2026-09-08,0.0934,0.1184,,,,0.1184,0.2721,,,,0.2721,0.1069,,,,0.1069
english-muffins,English Muffins,each,0.3317,0.4983,2026-08-31,2026-09-06,0.3317,,,,,,0.4658,,,,0.4658,0.7483,0.665,2026-08-09,2026-09-08,0.665,0.2983,0.665,2026-09-02,2026-09-23,0.2983,0.49,,,,0.49,0.27,0.5633,2026-08-31,2026-09-30,0.27
breakfast-sandwiches,Frozen Breakfast Sandwiches,each,,1.5725,2026-08-31,2026-09-06,1.5725,,,,,,1.7488,,,,1.7488,0.898,0.796,2026-09-06,2026-10-06,0.796,1.3738,2.1225,2026-08-31,2026-10-12,1.3738,0.9775,,,,0.9775,1.2462,,,,1.2462
bottled-water,Bottled Water (24-pack),each,0.2079,0.0829,2026-09-04,2026-09-06,0.0829,0.1996,,,,0.1996,0.1662,0.1782,2026-09-06,2026-09-12,0.1662,0.1871,0.1612,,,0.1612,0.1538,0.0998,2026-09-02,2026-09-08,0.0998,0.0995,,,,0.0995,0.1367,0.1033,2026-08-31,2026-09-30,0.1033
granola-bars,Granola Bars,each,0.3328,0.5467,2026-08-31,2026-09-06,0.3328,0.175,,,,0.175,0.279,,,,0.279,0.349,0.288,2026-08-31,2026-09-30,0.288,0.2383,0.2667,2026-08-19,2026-09-16,0.2383,0.1663,,,,0.1663,0.1558,0.2733,2026-08-31,2026-09-30,0.1558
bacon,Bacon,lb,4.89,3.9867,2026-09-04,2026-09-06,3.9867,3.95,,,,3.95,5.32,5.99,2026-09-06,2026-09-12,5.32,4.99,,,,4.99,4.4444,4.99,2026-09-02,2026-09-08,4.4444,3.986,,,,3.986,3.96,4.4639,2026-08-31,2026-09-30,3.96
granola,Granola,oz,0.3627,0.3627,2026-08-31,2026-09-27,0.3627,0.2321,,,,0.2321,0.2825,,,,0.2825,0.285,0.2129,2026-08-11,2026-09-10,0.2129,0.2718,0.2273,2026-07-15,2026-09-09,0.2273,0.1432,,,,0.1432,0.2067,,,,0.2067
fruit-snacks,Fruit Snacks,each,0.249,0.297,2026-08-31,2026-09-06,0.249,0.297,,,,0.297,0.2304,,,,0.2304,,,,,,0.1968,0.1998,2026-07-15,2026-09-09,0.1968,0.1327,,,,0.1327,0.1865,0.1945,2026-08-31,2026-09-30,0.1865
applesauce,Applesauce,oz,0.0767,0.1717,2026-08-31,2026-09-06,0.0767,0.0812,,,,0.0812,0.0894,,,,0.0894,0.0933,0.0808,2026-08-09,2026-09-08,0.0808,0.0738,0.182,2026-07-15,2026-09-16,0.0738,0.0642,,,,0.0642,0.0758,0.1815,2026-08-26,2026-09-25,0.0758
rice,White Rice,lb,0.938,3.531,2026-08-31,2026-09-06,0.938,0.798,,,,0.798,1,,,,1,0.998,1.99,,,0.998,0.895,1.7029,2026-09-02,2026-09-08,0.895,0.4396,,,,0.4396,0.573,1.072,2026-08-31,2026-09-30,0.573
condensed-milk,Sweetened Condensed Milk,oz,0.1993,0.3805,2026-08-31,2026-09-06,0.1993,0.1636,,,,0.1636,0.2064,,,,0.2064,0.2136,0.1921,2026-08-09,2026-09-08,0.1921,0.1707,,,,0.1707,0.1426,,,,0.1426,0.166,,,,0.166
pancake-mix,Pancake Mix,oz,0.0841,0.0838,2026-08-31,2026-09-06,0.0838,0.0609,,,,0.0609,0.0841,,,,0.0841,0.0934,0.0841,2026-08-11,2026-09-10,0.0841,0.0684,0.0934,2026-09-02,2026-09-08,0.0684,0.0484,,,,0.0484,0.0619,,,,0.0619
yogurt,Yogurt,oz,0.0983,0.1,2026-08-31,2026-09-06,0.0983,0.0809,0.0872,2026-09-02,2026-09-08,0.0809,0.1317,0.259,2026-09-06,2026-09-12,0.1317,0.1247,0.1022,2026-08-11,2026-09-10,0.1022,0.1091,0.1167,2026-09-02,2026-09-16,0.1091,0.0739,,,,0.0739,0.0825,,,,0.0825
pretzels,Pretzels,oz,0.1993,0.2181,2026-08-31,2026-09-06,0.1993,0.1369,,,,0.1369,0.1619,,,,0.1619,0.1869,,,,0.1869,0.1667,0.3746,2026-07-15,2026-09-09,0.1667,0.1413,,,,0.1413,0.1525,,,,0.1525
coffee,Coffee (ground/beans),oz,0.5262,0.5672,2026-08-31,2026-09-27,0.5262,0.3825,0.6658,2026-09-02,2026-09-08,0.3825,0.5087,,,,0.5087,,,,,,0.4997,,,,0.4997,0.394,,,,0.394,0.4906,0.7467,2026-08-31,2026-09-30,0.4906
canned-chicken,Canned Chicken Breast,oz,0.1992,0.3248,2026-08-31,2026-09-06,0.1992,0.2072,,,,0.2072,0.3192,,,,0.3192,0.3192,0.2672,2026-08-09,2026-09-08,0.2672,0.2332,0.3592,2026-09-02,2026-09-23,0.2332,0.1675,,,,0.1675,0.2273,,,,0.2273
mixed-nuts,Mixed Nuts,oz,,0.533,2026-08-31,2026-09-06,0.533,0.3654,,,,0.3654,0.533,,,,0.533,0.5711,0.4639,2026-08-11,2026-09-10,0.4639,0.4279,0.4369,2026-08-22,2026-09-16,0.4279,0.4406,,,,0.4406,0.3548,,,,0.3548
crackers,Crackers (saltine/buttery),oz,0.1175,0.1244,2026-08-31,2026-09-06,0.1175,0.1156,,,,0.1156,0.1556,0.2555,2026-09-06,2026-09-12,0.1556,0.1862,0.1244,2026-08-30,2026-09-29,0.1244,0.1181,0.2493,2026-09-02,2026-09-08,0.1181,0.155,,,,0.155,0.1175,,,,0.1175
sugar,Granulated Sugar,lb,0.7725,0.87,2026-08-31,2026-09-06,0.7725,0.6975,,,,0.6975,0.8975,,,,0.8975,0.81,,,,0.81,0.6596,1.8543,2026-08-17,2026-09-14,0.6596,0.5992,,,,0.5992,0.7296,,,,0.7296
rice-cakes,Rice Cakes,oz,0.6102,0.3796,2026-08-31,2026-09-06,0.3796,0.4802,,,,0.4802,0.5662,,,,0.5662,0.621,0.5519,2026-08-11,2026-09-10,0.5519,0.4558,,,,0.4558,0.4216,,,,0.4216,0.467,,,,0.467
feta,Feta Cheese,oz,0.615,0.6658,2026-08-31,2026-09-06,0.615,0.37,,,,0.37,1.1238,,,,1.1238,0.87,0.745,2026-08-09,2026-09-08,0.745,0.8317,0.7075,2026-07-15,2026-09-09,0.7075,0.3033,,,,0.3033,0.5633,,,,0.5633
tortilla-chips,Tortilla Chips,oz,0.2069,0.266,2026-08-31,2026-09-06,0.2069,0.1654,0.1654,2026-09-02,2026-09-08,0.1654,0.1915,0.4642,2026-09-06,2026-09-12,0.1915,0.2173,0.2129,2026-08-09,2026-09-08,0.2129,0.1494,0.1818,2026-07-22,2026-09-16,0.1494,0.1446,,,,0.1446,0.143,0.3308,2026-08-31,2026-09-30,0.143
cookies,Cookies (packaged),oz,0.3121,0.429,2026-08-31,2026-09-06,0.3121,0.1106,,,,0.1106,0.2815,0.2815,2026-09-06,2026-09-12,0.2815,0.2075,0.1658,2026-08-30,2026-09-29,0.1658,0.1408,0.179,2026-07-17,2026-09-09,0.1408,0.1608,,,,0.1608,0.1372,,,,0.1372
toaster-pastries,Toaster Pastries,each,0.3738,0.2975,2026-08-31,2026-09-06,0.2975,0.1883,,,,0.1883,0.2325,,,,0.2325,0.3317,0.25,2026-08-11,2026-09-10,0.25,0.3122,,,,0.3122,0.2079,,,,0.2079,0.1883,0.1692,2026-08-31,2026-09-30,0.1692
flour,All-Purpose Flour,lb,0.476,0.596,2026-08-31,2026-09-06,0.476,0.39,,,,0.39,0.5596,,,,0.5596,0.696,0.528,,,0.528,0.479,,,,0.479,0.3392,,,,0.3392,0.4308,,,,0.4308
cream-of-chicken-soup,Cream of Chicken Soup,oz,0.0667,0.0943,2026-08-31,2026-09-06,0.0667,0.0695,,,,0.0695,0.081,,,,0.081,0.141,0.0933,2026-08-11,2026-09-10,0.0933,0.0727,,,,0.0727,0.1069,,,,0.1069,0.0705,,,,0.0705
cooking-spray,Cooking Spray,oz,0.696,0.4983,2026-08-31,2026-09-06,0.4983,0.3113,,,,0.3113,0.4817,,,,0.4817,0.5612,0.4362,2026-08-30,2026-09-29,0.4362,0.3742,,,,0.3742,0.3117,,,,0.3117,0.315,,,,0.315
kidney-beans,Kidney Beans (canned),oz,0.0639,0.0568,2026-08-31,2026-09-06,0.0568,0.0548,,,,0.0548,0.0639,,,,0.0639,0.0865,0.0639,,,0.0639,0.0638,,,,0.0638,0.0665,,,,0.0665,0.0564,,,,0.0564
baked-beans,Baked Beans,oz,,0.055,2026-08-31,2026-09-06,0.055,0.0711,0.0711,2026-09-02,2026-09-08,0.0711,0.0791,,,,0.0791,0.0747,0.0593,2026-08-11,2026-09-10,0.0593,0.0782,0.1458,2026-06-17,2026-09-09,0.0782,0.0733,,,,0.0733,0.0747,,,,0.0747
brownie-mix,Brownie Mix,each,1.78,1.79,2026-08-31,2026-09-06,1.78,1.59,,,,1.59,1.69,,,,1.69,2.69,1.79,2026-08-11,2026-09-10,1.79,1.99,1.5,2026-09-02,2026-09-16,1.5,2.37,,,,2.37,1.72,,,,1.72
cake-mix,Cake Mix,each,1.29,0.99,,,0.99,1.09,,,,1.09,1.69,,,,1.69,1.29,1.49,2026-08-09,2026-09-08,1.29,1.59,1.5,2026-09-02,2026-09-16,1.5,,,,,,0.98,1.47,2026-08-31,2026-09-30,0.98
steak-sauce,Steak Sauce (A.1. style),floz,0.278,0.199,2026-08-31,2026-09-06,0.199,0.199,,,,0.199,0.3326,,,,0.3326,0.349,0.299,2026-08-09,2026-09-08,0.299,0.4993,0.499,2026-09-02,2026-09-23,0.499,0.2145,,,,0.2145,0.214,,,,0.214
oatmeal,Oats / Oatmeal,oz,0.1188,0.1383,2026-08-31,2026-09-06,0.1188,0.095,,,,0.095,0.1517,,,,0.1517,0.1569,0.1331,2026-08-09,2026-09-08,0.1331,0.1069,0.1939,2026-07-13,2026-09-14,0.1069,0.0499,,,,0.0499,0.0995,,,,0.0995
sparkling-water,Sparkling Water,floz,0.045,,,,0.045,0.0234,,,,0.0234,0.0818,,,,0.0818,0.0441,0.0296,2026-08-11,2026-09-10,0.0296,0.0296,0.0311,2026-09-02,2026-09-08,0.0296,0.0245,,,,0.0245,0.0249,0.0747,2026-08-31,2026-09-30,0.0249
pesto,Pesto (jarred),oz,0.5955,,,,0.5955,0.4988,,,,0.4988,0.87,,,,0.87,,,,,,,,,,,0.39,,,,0.39,0.4299,,,,0.4299
brown-gravy-mix,Brown Gravy Mix (dry packet),oz,0.7236,,,,0.7236,0.5517,,,,0.5517,0.6782,,,,0.6782,0.8466,0.7273,2026-08-11,2026-09-10,0.7273,0.5431,,,,0.5431,0.2562,,,,0.2562,0.4605,,,,0.4605
brandy,Brandy,floz,0.5516,,,,0.5516,,,,,,0.5122,,,,0.5122,0.4728,,,,0.4728,0.4052,0.3715,2026-08-20,2026-09-30,0.3715,0.3258,,,,0.3258,0.3292,,,,0.3292
onion-powder,Onion Powder,oz,0.4545,,,,0.4545,0.3779,,,,0.3779,0.7511,,,,0.7511,0.42,,,,0.42,0.7143,,,,0.7143,0.3592,,,,0.3592,0.3323,,,,0.3323
broccoli,Broccoli (fresh),lb,2.69,,,,2.69,2.09,,,,2.09,2.99,,,,2.99,2.48,2.2629,2026-08-26,2026-09-25,2.2629,2.19,,,,2.19,3.12,,,,3.12,2.1208,,,,2.1208
turkey-bacon,Turkey Bacon,oz,0.3325,,,,0.3325,0.349,,,,0.349,0.3325,,,,0.3325,0.4158,,,,0.4158,0.3325,,,,0.3325,0.3465,,,,0.3465,0.3267,,,,0.3267
cucumbers,Cucumbers,each,0.99,,,,0.99,0.75,,,,0.75,1.29,,,,1.29,1.17,,,,1.17,0.89,,,,0.89,1.09,,,,1.09,0.76,,,,0.76
frozen-fruit,Frozen Fruit / Berries,oz,0.4992,,,,0.4992,0.1579,,,,0.1579,0.2748,,,,0.2748,0.3431,,,,0.3431,0.1561,,,,0.1561,0.1247,,,,0.1247,0.1472,,,,0.1472
hamburger-buns,Hamburger Buns,each,0.2488,0.16,2026-08-31,2026-09-06,0.16,,,,,,0.2488,,,,0.2488,0.2742,0.1658,2026-08-20,2026-09-19,0.1658,0.1862,0.3113,2026-07-15,2026-09-09,0.1862,0.2425,,,,0.2425,0.185,0.2462,2026-08-31,2026-09-30,0.185
pickled-jalapenos,Pickled Jalapenos (sliced),oz,0.2908,,,,0.2908,0.1556,,,,0.1556,0.0881,,,,0.0881,0.2492,0.2492,2026-08-09,2026-09-08,0.2492,0.1199,0.1869,2026-07-15,2026-09-09,0.1199,0.0677,,,,0.0677,0.0957,,,,0.0957
pickles,Pickles (dill),oz,0.1162,,,,0.1162,0.0841,,,,0.0841,0.1162,,,,0.1162,0.1153,0.0866,,,0.0866,0.0934,0.1121,2026-08-12,2026-09-09,0.0934,0.05,,,,0.05,0.0745,0.1112,2026-08-31,2026-09-30,0.0745
garlic-powder,Garlic Powder,oz,0.4167,,,,0.4167,0.3173,,,,0.3173,0.556,,,,0.556,0.38,,,,0.38,0.5935,2.3289,2026-08-19,2026-09-30,0.5935,0.3569,,,,0.3569,0.3176,0.4436,2026-08-31,2026-09-30,0.3176
black-peppercorns,Black peppercorns,oz,,,,,,,,,,,0.8877,,,,0.8877,0.6244,0.4994,2026-08-26,2026-09-25,0.4994,0.9215,,,,0.9215,0.5118,,,,0.5118,2.1343,,,,2.1343
french-bread,French Bread / Baguette,each,2.99,,,,2.99,1.85,,,,1.85,2.99,,,,2.99,2.99,2.49,2026-08-11,2026-09-10,2.49,1.99,,,,1.99,2.23,,,,2.23,1.47,,,,1.47
dinner-rolls,Dinner Rolls,each,0.1871,,,,0.1871,0.2042,,,,0.2042,0.3325,,,,0.3325,0.4162,0.3317,2026-09-06,2026-10-06,0.3317,0.2742,,,,0.2742,0.1658,,,,0.1658,0.205,,,,0.205
green-olives,Green Olives (stuffed),oz,0.2313,,,,0.2313,,,,,,,,,,,0.3805,0.309,2026-08-09,2026-09-08,0.309,0.4662,0.4757,2026-08-12,2026-09-09,0.4662,0.21,,,,0.21,0.28,,,,0.28
black-olives,"Black Olives (canned, ripe)",oz,0.3283,,,,0.3283,0.265,,,,0.265,,,,,,0.3817,0.3333,2026-08-26,2026-09-25,0.3333,0.3317,,,,0.3317,0.2944,,,,0.2944,0.3283,,,,0.3283
smoked-turkey-sausage,Smoked Turkey Sausage,lb,5.8785,,,,5.8785,3.5569,,,,3.5569,5.32,,,,5.32,,,,,,4.0492,3.6923,2026-08-19,2026-09-16,3.6923,2.8838,,,,2.8838,4.9012,,,,4.9012
honey,Honey,oz,0.3325,,,,0.3325,0.2079,,,,0.2079,0.2915,,,,0.2915,0.3331,0.3122,,,0.3122,0.2496,0.3742,2026-08-22,2026-09-16,0.2496,0.1662,,,,0.1662,0.2246,0.3226,2026-08-31,2026-09-30,0.2246
powdered-sugar,Powdered Sugar,lb,0.99,,,,0.99,0.925,,,,0.925,1.795,,,,1.795,2.99,,,,2.99,1.145,,,,1.145,0.9971,,,,0.9971,0.99,,,,0.99
pasta,Pasta (dry),oz,0.0793,0.0744,,,0.0744,0.0591,,,,0.0591,0.0744,,,,0.0744,0.1119,0.0619,2026-08-09,2026-09-08,0.0619,0.0831,,,,0.0831,0.0571,,,,0.0571,0.0606,,,,0.0606
maple-syrup,Syrup (pancake / maple),floz,0.0983,0.12,2026-08-31,2026-09-06,0.0983,0.0979,,,,0.0979,,,,,,0.1454,0.1242,2026-08-09,2026-09-08,0.1242,0.0912,0.1814,2026-07-13,2026-09-14,0.0912,0.0942,,,,0.0942,0.0811,,,,0.0811
stuffing-mix,Stuffing Mix,oz,0.1617,,,,0.1617,0.1583,,,,0.1583,0.2317,,,,0.2317,0.4575,,,,0.4575,0.215,,,,0.215,0.2706,,,,0.2706,0.1617,0.2817,2026-08-31,2026-09-30,0.1617
brown-rice,Brown Rice,lb,1.745,,,,1.745,,,,,,1.19,,,,1.19,,,,,,0.895,,,,0.895,0.996,,,,0.996,0.88,,,,0.88
brown-sugar,Brown Sugar,lb,0.985,,,,0.985,0.925,,,,0.925,,,,,,1.495,1.195,2026-08-23,2026-09-22,1.195,1.145,,,,1.145,0.9971,,,,0.9971,0.99,,,,0.99
instant-mashed-potatoes,Instant Mashed Potatoes,oz,0.37,0.2475,,,0.2475,0.2475,,,,0.2475,0.3646,,,,0.3646,0.4854,0.361,2026-08-11,2026-09-10,0.361,0.1782,,,,0.1782,0.1688,,,,0.1688,0.1393,,,,0.1393
jarred-gravy,Jarred / Canned Gravy,oz,0.1543,,,,0.1543,,,,,,,,,,,0.1187,0.1053,2026-09-02,2026-10-02,0.1053,0.2658,,,,0.2658,0.0912,,,,0.0912,0.1124,,,,0.1124
pizza-sauce,Pizza Sauce,oz,0.1193,,,,0.1193,0.0779,,,,0.0779,0.0993,,,,0.0993,0.0993,0.0893,2026-08-11,2026-09-10,0.0893,0.0993,,,,0.0993,0.3995,,,,0.3995,0.0653,,,,0.0653
taco-sauce,Taco Sauce,oz,0.1681,0.1744,,,0.1681,,,,,,0.2244,,,,0.2244,0.2494,0.2175,2026-08-09,2026-09-08,0.2175,0.2492,0.2181,2026-07-15,2026-09-09,0.2181,0.1992,,,,0.1992,0.1112,,,,0.1112
frozen-waffles,Frozen Waffles,each,0.279,,,,0.279,0.215,,,,0.215,0.2079,,,,0.2079,0.298,0.277,2026-08-09,2026-09-08,0.277,0.1788,,,,0.1788,0.1524,,,,0.1524,0.1725,,,,0.1725
bread-crumbs,Bread Crumbs / Panko,oz,0.2978,,,,0.2978,0.1233,,,,0.1233,0.126,,,,0.126,0.166,0.1658,2026-08-11,2026-09-10,0.1658,0.1193,,,,0.1193,0.0743,,,,0.0743,0.0813,,,,0.0813
worcestershire,Worcestershire Sauce,floz,0.1,,,,0.1,,,,,,0.169,,,,0.169,0.1661,0.1544,2026-08-09,2026-09-08,0.1544,0.146,,,,0.146,0.2345,,,,0.2345,0.1,,,,0.1
pasta-sauce,Pasta Sauce (marinara),oz,0.0767,0.0822,2026-08-31,2026-09-27,0.0767,0.0704,,,,0.0704,0.0829,,,,0.0829,0.0912,0.0767,,,0.0767,0.0765,0.1716,2026-08-19,2026-10-05,0.0765,0.0591,,,,0.0591,0.0821,0.2988,2026-08-31,2026-09-30,0.0821
soy-sauce,Soy Sauce,floz,0.2124,,,,0.2124,0.11,,,,0.11,0.169,,,,0.169,0.249,0.199,2026-08-31,2026-09-30,0.199,0.1247,,,,0.1247,0.1153,,,,0.1153,0.112,,,,0.112
sloppy-joe-sauce,Sloppy Joe Sauce (Manwich style),oz,0.0793,0.066,,,0.066,,,,,,0.1056,,,,0.1056,0.1219,0.1019,2026-08-09,2026-09-08,0.1019,0.0994,,,,0.0994,0.0842,,,,0.0842,0.0925,,,,0.0925
ground-cumin,Ground Cumin,oz,0.705,,,,0.705,0.495,,,,0.495,1.145,,,,1.145,0.57,,,,0.57,1.1633,,,,1.1633,0.5612,,,,0.5612,0.548,,,,0.548
vegetable-oil,Vegetable / Canola Oil,floz,0.0666,,,,0.0666,0.074,,,,0.074,0.096,,,,0.096,0.0859,0.0741,,,0.0741,0.0804,,,,0.0804,0.0723,,,,0.0723,0.0683,,,,0.0683
baking-soda,Baking Soda,oz,0.0744,,,,0.0744,0.0556,,,,0.0556,0.078,,,,0.078,0.0744,0.0619,2026-08-11,2026-09-10,0.0619,0.0619,,,,0.0619,0.0411,,,,0.0411,0.0512,,,,0.0512
white-vinegar,White Vinegar (distilled),floz,0.039,,,,0.039,0.0296,,,,0.0296,0.0312,,,,0.0312,0.039,0.0312,2026-08-31,2026-09-30,0.0312,0.0327,,,,0.0327,0.0234,,,,0.0234,0.0308,,,,0.0308
olive-oil,Olive Oil,floz,0.4406,,,,0.4406,0.2808,,,,0.2808,0.3991,,,,0.3991,0.3105,0.2956,,,0.2956,0.3742,0.341,2026-07-13,2026-09-14,0.341,0.1879,,,,0.1879,0.2784,0.354,2026-08-31,2026-09-30,0.2784
chili-beans,Chili Beans (in sauce),oz,0.0639,,,,0.0639,0.0548,,,,0.0548,0.0639,,,,0.0639,0.0865,0.0639,2026-08-11,2026-09-10,0.0639,0.0645,,,,0.0645,0.0883,,,,0.0883,0.0594,,,,0.0594
beef-broth,Beef Broth / Stock,floz,0.0622,,,,0.0622,0.0391,,,,0.0391,0.0528,,,,0.0528,0.0838,0.0575,2026-08-23,2026-09-22,0.0575,0.0497,0.1759,2026-08-12,2026-09-30,0.0497,0.0623,,,,0.0623,0.0469,,,,0.0469
cornstarch,Cornstarch,oz,0.1556,,,,0.1556,0.1181,,,,0.1181,0.1681,,,,0.1681,0.1556,0.1244,2026-08-09,2026-09-08,0.1244,0.1411,,,,0.1411,0.1869,,,,0.1869,0.1231,,,,0.1231
