id,commodity,unit,hyvee_everyday,hyvee_ad,hyvee_ad_from,hyvee_ad_to,hyvee_shown,aldi_everyday,aldi_ad,aldi_ad_from,aldi_ad_to,aldi_shown,familyfare_everyday,familyfare_ad,familyfare_ad_from,familyfare_ad_to,familyfare_shown,fareway_everyday,fareway_ad,fareway_ad_from,fareway_ad_to,fareway_shown,bakers_everyday,bakers_ad,bakers_ad_from,bakers_ad_to,bakers_shown,sams_everyday,sams_ad,sams_ad_from,sams_ad_to,sams_shown,walmart_everyday,walmart_ad,walmart_ad_from,walmart_ad_to,walmart_shown
shrimp,"Shrimp (frozen, raw)",lb,7.9867,10.98,2026-09-21,2026-09-27,7.9867,7.2582,,,,7.2582,9.99,9.99,2026-09-20,2026-09-26,9.99,7.495,,,,7.495,8.99,7.99,2026-09-16,2026-10-13,7.99,6.99,,,,6.99,6.76,6.94,2026-08-31,2026-09-30,6.76
chicken-breast,Boneless Skinless Chicken Breast,lb,3.99,3.99,2026-09-21,2026-09-27,3.99,1.99,,,,1.99,2.99,4.49,2026-09-20,2026-09-26,2.99,4.99,,,,4.99,2.59,5.49,2026-09-23,2026-09-29,2.59,2.48,,,,2.48,2.5684,2.2301,2026-08-31,2026-09-30,2.2301
chuck-roast,Chuck Roast,lb,10.99,9.97,2026-09-21,2026-09-27,9.97,6.99,,,,6.99,10.99,,,,10.99,8.99,,,,8.99,9.99,,,,9.99,6.97,,,,6.97,7.9689,,,,7.9689
pork-chops,Pork Chops,lb,,3.99,2026-09-21,2026-09-27,3.99,2.9889,,,,2.9889,4.79,2.395,2026-09-20,2026-09-26,2.395,3.99,,,,3.99,4.3478,3.99,2026-08-19,2026-11-10,3.99,2.52,,,,2.52,3.27,3.7701,2026-08-31,2026-09-30,3.27
chicken-wings,Chicken Wings,lb,4.99,2.99,2026-09-21,2026-09-27,2.99,1.6909,1.69,2026-09-23,2026-09-29,1.69,2.99,,,,2.99,4.99,,,,4.99,2.5,3.196,2026-09-23,2026-11-03,2.5,2.77,,,,2.77,2.6712,2.6402,2026-08-31,2026-09-30,2.6402
pork-shoulder,Pork Shoulder / Butt,lb,2.99,2.68,2026-09-21,2026-09-27,2.68,1.99,,,,1.99,4.49,,,,4.49,,,,,,2.99,2.99,2026-09-23,2026-09-29,2.99,3.87,,,,3.87,2.24,2.9702,2026-08-31,2026-09-30,2.24
tilapia,Tilapia Fillets,lb,9.32,8.99,2026-09-21,2026-09-27,8.99,4.425,,,,4.425,6.29,,,,6.29,,,,,,5,6.99,2026-09-10,2026-10-13,5,4.2133,,,,4.2133,4.3675,,,,4.3675
oatmeal,Oats / Oatmeal,oz,0.1188,0.1383,2026-09-21,2026-09-27,0.1188,0.095,,,,0.095,0.1517,,,,0.1517,,,,,,0.1069,0.2799,2026-08-19,2026-11-10,0.1069,0.1398,,,,0.1398,0.0995,,,,0.0995
bread,Bread (loaf),each,1.99,2.29,2026-09-21,2026-09-27,1.99,1.45,2.69,2026-09-23,2026-09-29,1.45,1.99,3.5,2026-09-20,2026-09-26,1.99,2.99,1.88,2026-09-21,2026-09-26,1.88,1.19,2.69,2026-09-16,2026-11-10,1.19,2.74,,,,2.74,1.48,,,,1.48
marshmallows,Marshmallows,oz,0.155,0.1431,2026-09-21,2026-09-27,0.1431,0.115,,,,0.115,0.1244,,,,0.1244,,0.168,2026-09-21,2026-09-26,0.168,0.1244,0.145,2026-09-02,2026-10-27,0.1244,0.1713,,,,0.1713,0.105,,,,0.105
honey,Honey,oz,0.3317,0.3325,2026-09-21,2026-09-27,0.3317,0.2079,,,,0.2079,0.2915,,,,0.2915,,,,,,0.2496,0.4059,2026-08-24,2026-11-15,0.2496,0.1829,,,,0.1829,0.2246,,,,0.2246
cookies,Cookies (packaged),oz,0.3121,0.3539,2026-09-21,2026-09-27,0.3121,0.1106,,,,0.1106,0.2815,0.2188,2026-09-20,2026-09-26,0.2188,0.2075,0.1658,2026-09-20,2026-09-26,0.1658,0.1408,0.2304,2026-09-09,2026-11-03,0.1408,0.2188,,,,0.2188,0.1428,,,,0.1428
hummus,Hummus,oz,0.3738,0.3125,2026-09-21,2026-09-27,0.3125,0.2488,,,,0.2488,0.449,,,,0.449,0.4362,0.3725,2026-09-17,2026-10-17,0.3725,0.2941,,,,0.2941,0.1395,,,,0.1395,0.287,,,,0.287
granola-bars,Granola Bars,each,,0.3161,2026-09-21,2026-09-27,0.3161,0.175,,,,0.175,0.279,0.5825,2026-09-20,2026-09-26,0.279,0.349,0.288,2026-09-21,2026-09-26,0.288,0.2222,0.299,2026-09-16,2026-10-13,0.2222,0.1913,,,,0.1913,0.1579,,,,0.1579
graham-crackers,Graham Crackers,oz,0.2424,0.1736,2026-09-21,2026-09-27,0.1736,0.1382,,,,0.1382,0.2285,,,,0.2285,0.3812,0.3458,2026-09-09,2026-10-09,0.3458,0.159,0.3812,2026-09-05,2026-11-15,0.159,0.1559,,,,0.1559,0.15,,,,0.15
salsa,Salsa,oz,0.1681,0.2264,2026-09-21,2026-09-27,0.1681,0.1079,,,,0.1079,0.1556,0.2494,2026-09-20,2026-09-26,0.1556,0.1662,,,,0.1662,0.1256,0.2181,2026-09-09,2026-11-03,0.1256,0.0984,,,,0.0984,0.1231,,,,0.1231
carrots,Carrots,lb,1.395,0.99,2026-09-21,2026-09-27,0.99,0.995,,,,0.995,1.145,1,2026-09-20,2026-09-26,1,0.998,0.798,2026-09-20,2026-09-26,0.798,0.998,,,,0.998,0.944,,,,0.944,1.13,,,,1.13
chicken-thighs,Chicken Thighs,lb,,1.88,2026-09-21,2026-09-27,1.88,1.5495,,,,1.5495,1.99,,,,1.99,3.99,,,,3.99,1.99,4.49,2026-09-10,2026-10-13,1.99,1.28,,,,1.28,1.77,,,,1.77
cake-mix,Cake Mix,each,1.29,1.5,2026-09-21,2026-09-27,1.29,1.09,,,,1.09,1.69,2.19,2026-09-20,2026-09-26,1.69,,,,,,1.59,,,,1.59,,,,,,0.98,1.47,2026-08-31,2026-09-30,0.98
yogurt,Yogurt,oz,0.1317,0.1333,2026-09-21,2026-09-27,0.1317,0.0809,0.0872,2026-09-23,2026-09-29,0.0809,0.1317,0.1667,2026-09-20,2026-09-26,0.1317,0.1247,,,,0.1247,0.1091,0.3151,2026-09-23,2026-10-06,0.1091,0.1238,,,,0.1238,0.0825,,,,0.0825
bacon,Bacon,lb,,8.5849,2026-09-21,2026-09-27,8.5849,3.95,,,,3.95,5.495,5.32,2026-09-20,2026-09-26,5.32,,,,,,4.4444,5.32,2026-09-05,2026-09-29,4.4444,4.42,,,,4.42,3.96,4.4639,2026-08-31,2026-09-30,3.96
corn-chips,Corn Chips (Fritos class),oz,,0.4271,2026-09-21,2026-09-27,0.4271,0.2043,,,,0.2043,0.2554,0.5395,2026-09-20,2026-09-26,0.2554,0.2488,0.1862,2026-09-20,2026-09-26,0.1862,0.2041,0.1929,2026-09-12,2026-10-06,0.1929,0.2472,,,,0.2472,0.213,,,,0.213
chicken-drumsticks,Chicken Drumsticks,lb,,1.88,2026-09-21,2026-09-27,1.88,1.09,,,,1.09,,,,,,,,,,,1.1111,,,,1.1111,0.98,,,,0.98,0.984,,,,0.984
hot-dog-buns,Hot Dog Buns,each,0.2488,0.235,2026-09-21,2026-09-27,0.235,,,,,,0.5362,,,,0.5362,,,,,,0.1862,0.2738,2026-09-16,2026-11-10,0.1862,0.2425,,,,0.2425,0.185,0.2462,2026-08-31,2026-09-30,0.185
brownie-mix,Brownie Mix,each,1.78,1.5,2026-09-21,2026-09-27,1.5,1.59,,,,1.59,1.69,2.69,2026-09-20,2026-09-26,1.69,,,,,,1.99,2.99,2026-09-16,2026-10-13,1.99,2.745,,,,2.745,1.72,,,,1.72
peaches,Peaches,lb,,3.99,2026-09-21,2026-09-27,3.99,1.645,,,,1.645,2.99,,,,2.99,,,,,,1.79,,,,1.79,2.4675,,,,2.4675,2.485,,,,2.485
tomatoes,Tomatoes (fresh),lb,0.97,1.8391,2026-09-21,2026-09-27,0.97,0.95,,,,0.95,2.99,2.29,2026-09-20,2026-09-26,2.29,,2.49,2026-09-21,2026-09-26,2.49,2.49,,,,2.49,1.6567,,,,1.6567,0.9692,,,,0.9692
grapes,Grapes,lb,2.99,3.49,2026-09-21,2026-09-27,2.99,1.49,2.895,2026-09-23,2026-09-29,1.49,3.69,2.99,2026-09-20,2026-09-26,2.99,1.99,2.48,2026-09-21,2026-09-26,1.99,2.6633,2.99,2026-09-22,2026-09-29,2.6633,1.99,,,,1.99,1.9689,1.6711,2026-08-31,2026-09-30,1.6711
brussels-sprouts,Brussels Sprouts,lb,2.99,2.68,2026-09-21,2026-09-27,2.68,2.79,,,,2.79,3.99,,,,3.99,,,,,,3.5,,,,3.5,2.46,,,,2.46,3.02,,,,3.02
frosting,Frosting,oz,0.1212,0.1175,2026-09-21,2026-09-27,0.1175,0.1094,,,,0.1094,0.1431,0.1042,2026-09-20,2026-09-26,0.1042,0.1869,0.1244,2026-09-17,2026-10-17,0.1244,0.1369,0.1556,2026-09-12,2026-10-06,0.1369,0.0989,,,,0.0989,0.1112,,,,0.1112
crackers,Crackers (saltine/buttery),oz,0.1156,0.1112,2026-09-21,2026-09-27,0.1112,0.1156,,,,0.1156,0.1556,0.2912,2026-09-20,2026-09-26,0.1556,0.1862,0.1231,2026-09-21,2026-09-26,0.1231,0.1181,0.1769,2026-09-09,2026-11-03,0.1181,0.155,,,,0.155,0.1175,,,,0.1175
protein-bars,Protein Bars,each,0.656,0.999,2026-09-21,2026-09-27,0.656,0.4125,,,,0.4125,2.165,,,,2.165,,,,,,0.958,1.398,2026-09-23,2026-09-29,0.958,0.4993,,,,0.4993,0.5313,0.994,2026-08-31,2026-09-30,0.5313
pudding-cups,Pudding Cups,each,0.36,2,2026-09-21,2026-09-27,0.36,0.6475,,,,0.6475,0.3975,0.4225,2026-09-20,2026-09-26,0.3975,,,,,,0.7488,0.7475,2026-08-03,2026-09-27,0.7475,,,,,,0.3308,,,,0.3308
condensed-milk,Sweetened Condensed Milk,oz,0.2136,,,,0.2136,0.1636,,,,0.1636,0.2064,,,,0.2064,,,,,,0.185,,,,0.185,0.1664,,,,0.1664,0.166,,,,0.166
canned-corn,Canned Corn,oz,0.0538,,,,0.0538,0.0511,,,,0.0511,0.0649,,,,0.0649,,,,,,0.0544,,,,0.0544,0.0592,,,,0.0592,0.0421,,,,0.0421
baby-back-ribs,Baby Back Ribs,lb,5.99,4.79,2026-08-31,2026-09-27,4.79,3.29,,,,3.29,5.49,,,,5.49,4.99,,,,4.99,4.49,2.99,2026-09-23,2026-09-29,2.99,3.34,,,,3.34,3.8406,3.3796,2026-08-29,2026-09-28,3.3796
cocoa-powder,Cocoa Powder (baking),oz,0.6862,0.5612,,,0.5612,0.5612,,,,0.5612,,,,,,,,,,,0.8488,,,,0.8488,0.5209,,,,0.5209,0.5913,,,,0.5913
artichoke-hearts,Artichoke Hearts (canned/jarred),oz,,,,,,0.1992,,,,0.1992,0.285,,,,0.285,,,,,,0.2908,0.2313,2026-08-24,2026-11-15,0.2313,0.2346,,,,0.2346,0.1651,,,,0.1651
canned-yams,Canned Yams / Sweet Potatoes,oz,,,,,,,,,,,0.1248,,,,0.1248,,,,,,0.0998,,,,0.0998,0.0748,,,,0.0748,0.0779,,,,0.0779
canned-green-beans,Canned Green Beans,oz,0.0566,,,,0.0566,0.0513,,,,0.0513,0.0683,,,,0.0683,0.0772,0.0469,2026-09-20,2026-09-26,0.0469,0.0572,,,,0.0572,0.0622,,,,0.0622,0.0529,,,,0.0529
canned-peaches,Canned Peaches,oz,0.1167,,,,0.1167,0.1016,,,,0.1016,0.1327,,,,0.1327,,,,,,0.1134,0.1875,2026-09-02,2026-11-10,0.1134,0.0881,,,,0.0881,0.0959,,,,0.0959
italian-dressing,Italian Dressing,floz,0.1612,,,,0.1612,0.1219,,,,0.1219,0.1538,,,,0.1538,,,,,,0.1111,0.0969,2026-09-09,2026-11-03,0.0969,0.1662,,,,0.1662,0.1103,,,,0.1103
cherry-tomatoes,Cherry / Grape Tomatoes,oz,0.469,,,,0.469,0.199,,,,0.199,0.399,,,,0.399,0.3329,,,,0.3329,0.2083,,,,0.2083,0.2904,,,,0.2904,0.227,,,,0.227
canned-peas,Canned Peas,oz,0.0547,,,,0.0547,0.054,,,,0.054,0.0793,,,,0.0793,0.0747,0.0453,2026-09-20,2026-09-26,0.0453,0.0553,,,,0.0553,0.1082,,,,0.1082,0.0547,,,,0.0547
mayonnaise,Mayonnaise,oz,0.1327,,,,0.1327,0.0963,,,,0.0963,0.133,,,,0.133,,,,,,0.133,0.1663,2026-09-23,2026-10-06,0.133,0.117,,,,0.117,0.099,,,,0.099
fish-sticks,Fish Sticks (frozen),oz,0.3478,0.298,2026-09-21,2026-09-27,0.298,0.2188,,,,0.2188,0.3654,,,,0.3654,0.3248,,,,0.3248,0.3123,0.2841,2026-09-16,2026-10-13,0.2841,0.2281,,,,0.2281,0.203,,,,0.203
green-olives,Green Olives (stuffed),oz,,,,,,,,,,,,,,,,0.3805,,,,0.3805,0.2355,,,,0.2355,0.226,,,,0.226,0.28,,,,0.28
ranch-dressing,Ranch Dressing,floz,0.1386,,,,0.1386,0.1175,,,,0.1175,0.1538,,,,0.1538,,,,,,0.1111,0.0969,2026-09-09,2026-11-03,0.0969,0.0858,,,,0.0858,0.1103,0.621,2026-08-31,2026-09-30,0.1103
pickled-jalapenos,Pickled Jalapenos (sliced),oz,,,,,,0.1556,,,,0.1556,0.0881,,,,0.0881,,,,,,0.1199,,,,0.1199,0.0778,,,,0.0778,0.0957,,,,0.0957
pickles,Pickles (dill),oz,0.1162,,,,0.1162,0.0841,,,,0.0841,0.1162,,,,0.1162,,,,,,0.0934,0.1121,2026-08-29,2026-11-03,0.0934,0.05,,,,0.05,0.0785,,,,0.0785
nectarines,Nectarines,lb,,,,,,1.845,,,,1.845,3.99,,,,3.99,,,,,,2.995,,,,2.995,2.1925,,,,2.1925,2.485,,,,2.485
sea-salt,Sea salt,oz,,,,,,0.6795,,,,0.6795,0.1681,,,,0.1681,,,,,,0.1419,,,,0.1419,0.1144,,,,0.1144,0.1335,,,,0.1335
black-pepper,Black Pepper (ground),oz,,,,,,1.15,,,,1.15,0.695,,,,0.695,0.6244,0.4994,2026-09-23,2026-09-26,0.4994,0.5556,,,,0.5556,0.4433,,,,0.4433,0.9878,,,,0.9878
minced-garlic,Minced Garlic (jarred),oz,,,,,,0.3188,,,,0.3188,0.6988,,,,0.6988,,,,,,0.4988,,,,0.4988,0.1183,,,,0.1183,0.2178,,,,0.2178
garlic-powder,Garlic Powder,oz,,,,,,0.3173,,,,0.3173,0.556,,,,0.556,0.4162,0.3329,2026-09-17,2026-10-17,0.3329,0.5935,,,,0.5935,0.3608,,,,0.3608,0.3176,,,,0.3176
tomato-paste,Tomato Paste,oz,0.1575,,,,0.1575,0.1433,,,,0.1433,0.1575,,,,0.1575,0.1408,,,,0.1408,0.1325,0.62,2026-08-24,2026-09-27,0.1325,0.1178,,,,0.1178,0.1017,,,,0.1017
diced-tomatoes,Canned Diced Tomatoes,oz,0.0711,,,,0.0711,0.0614,,,,0.0614,0.0683,,,,0.0683,0.0889,,,,0.0889,0.0675,0.0862,2026-09-23,2026-10-04,0.0675,0.0574,,,,0.0574,0.0596,,,,0.0596
white-vinegar,White Vinegar (distilled),floz,0.039,,,,0.039,0.0296,,,,0.0296,0.0312,,,,0.0312,,,,,,0.0327,,,,0.0327,0.0234,,,,0.0234,0.0308,,,,0.0308
tomato-sauce,Tomato Sauce (canned),oz,0.0793,,,,0.0793,0.0588,,,,0.0588,0.0686,,,,0.0686,,,,,,0.0617,,,,0.0617,0.0554,,,,0.0554,0.0576,,,,0.0576
paprika,Paprika,oz,,,,,,0.467,,,,0.467,0.8443,,,,0.8443,,,,,,0.625,,,,0.625,0.4878,,,,0.4878,0.432,,,,0.432
medjool-dates,Medjool Dates,oz,,,,,,,,,,,0.4992,,,,0.4992,,,,,,0.4059,,,,0.4059,0.3109,,,,0.3109,0.5838,,,,0.5838
strawberries,Strawberries,oz,,,,,,0.1431,,,,0.1431,0.3119,,,,0.3119,,,,,,0.2341,0.2188,2026-09-23,2026-09-29,0.2188,0.2231,,,,0.2231,0.1944,,,,0.1944
plums,Plums,lb,2.99,,,,2.99,1.945,,,,1.945,3.99,,,,3.99,,,,,,2.6633,,,,2.6633,1.9886,,,,1.9886,2.985,,,,2.985
clementines,Clementines / Mandarins,lb,1.9967,,,,1.9967,1.33,,,,1.33,,,,,,,,,,,1.6633,1.33,2026-09-23,2026-09-29,1.33,1.53,,,,1.53,1.592,,,,1.592
baking-powder,Baking Powder,oz,0.299,,,,0.299,0.2407,,,,0.2407,0.3691,,,,0.3691,,,,,,0.3074,,,,0.3074,0.1768,,,,0.1768,0.2259,,,,0.2259
lemon-pepper-seasoning,Lemon Pepper Seasoning,oz,,,,,,0.2829,,,,0.2829,1.0864,,,,1.0864,,,,,,0.9584,1.7923,2026-09-23,2026-09-29,0.9584,0.2832,,,,0.2832,0.2541,,,,0.2541
yeast,Yeast (baking),oz,1.37,,,,1.37,1.4533,,,,1.4533,1.4975,,,,1.4975,,,,,,1.4975,,,,1.4975,0.215,,,,0.215,1.3575,,,,1.3575
cornstarch,Cornstarch,oz,0.1244,,,,0.1244,0.1181,,,,0.1181,0.1681,,,,0.1681,,,,,,0.1411,,,,0.1411,0.1869,,,,0.1869,0.1231,,,,0.1231
all-purpose-cleaner,All-Purpose Cleaner,floz,0.1559,,,,0.1559,0.0855,,,,0.0855,0.1247,,,,0.1247,,,,,,0.0713,,,,0.0713,0.0523,,,,0.0523,0.0527,,,,0.0527
brandy,Brandy,floz,,,,,,,,,,,0.5122,,,,0.5122,,,,,,0.4052,0.3715,2026-09-18,2026-11-03,0.3715,0.3258,,,,0.3258,0.3292,,,,0.3292
black-peppercorns,Black peppercorns,oz,,,,,,,,,,,0.8877,,,,0.8877,,,,,,0.9215,,,,0.9215,0.5221,,,,0.5221,2.1343,,,,2.1343
french-bread,French Bread / Baguette,each,3.49,,,,3.49,1.85,,,,1.85,2.99,,,,2.99,1.99,,,,1.99,1.99,,,,1.99,2.23,,,,2.23,1.47,,,,1.47
croissants,Croissants,each,1.165,,,,1.165,0.465,,,,0.465,1.4975,,,,1.4975,0.8317,,,,0.8317,0.9983,,,,0.9983,0.4617,,,,0.4617,0.3317,,,,0.3317
russet-potatoes,Russet Potatoes,lb,,,,,,0.379,,,,0.379,0.579,,,,0.579,,,,,,0.5,,,,0.5,0.567,,,,0.567,0.594,,,,0.594
soy-sauce,Soy Sauce,floz,0.2361,,,,0.2361,0.11,,,,0.11,0.169,,,,0.169,0.249,0.199,2026-09-21,2026-09-26,0.199,0.1247,,,,0.1247,0.1153,,,,0.1153,0.1153,,,,0.1153
coleslaw-mix,Coleslaw Mix,oz,,,,,,0.135,,,,0.135,,,,,,,,,,,0.229,,,,0.229,0.0731,,,,0.0731,0.1275,,,,0.1275
spinach,Spinach (fresh),oz,,,,,,0.2233,,,,0.2233,0.499,,,,0.499,,,,,,0.249,,,,0.249,0.2975,,,,0.2975,0.2,,,,0.2
dishwasher-detergent,Dishwasher Detergent (pacs),each,,,,,,,,,,,0.2788,,,,0.2788,0.2966,0.2197,2026-08-30,2026-09-29,0.2197,0.2649,0.3431,2026-09-23,2026-10-06,0.2649,0.1362,,,,0.1362,0.1212,,,,0.1212
air-freshener,Air Freshener,oz,0.2027,,,,0.2027,0.4247,,,,0.4247,0.3137,,,,0.3137,0.4096,,,,0.4096,0.2452,0.2178,2026-09-14,2026-11-01,0.2178,0.308,,,,0.308,0.1212,,,,0.1212
ground-turkey,Ground Turkey,lb,6.99,,,,6.99,2.6633,,,,2.6633,5.99,,,,5.99,5.49,,,,5.49,3.3333,3.49,2026-09-23,2026-09-29,3.3333,4.554,,,,4.554,3.8213,,,,3.8213
beef-jerky,Beef Jerky,oz,2.4526,,,,2.4526,0.998,,,,0.998,1.4123,,,,1.4123,,,,,,1.3112,,,,1.3112,1.11,,,,1.11,1.1429,,,,1.1429
baby-wipes,Baby Wipes,each,0.0554,,,,0.0554,0.0273,,,,0.0273,0.0312,,,,0.0312,0.0411,0.0339,2026-09-21,2026-09-26,0.0339,0.0318,,,,0.0318,0.025,,,,0.025,0.0139,,,,0.0139
block-cheese,Block Cheese,oz,0.2809,,,,0.2809,0.2188,,,,0.2188,0.2494,,,,0.2494,,,,,,0.2278,,,,0.2278,0.1791,,,,0.1791,0.2103,,,,0.2103
donuts,Donuts,each,,,,,,,,,,,0.5317,,,,0.5317,,,,,,0.4167,0.5,2026-09-16,2026-10-13,0.4167,0.6933,,,,0.6933,0.3308,,,,0.3308
ketchup,Ketchup,oz,0.0784,,,,0.0784,0.0513,,,,0.0513,0.0662,,,,0.0662,,,,,,0.0526,0.0745,2026-08-29,2026-11-03,0.0526,0.0832,,,,0.0832,0.0512,,,,0.0512
diapers,Diapers,each,0.2668,,,,0.2668,0.1385,,,,0.1385,0.1748,,,,0.1748,0.2854,,,,0.2854,0.168,,,,0.168,0.1978,,,,0.1978,0.1556,,,,0.1556
alfredo-sauce,Alfredo Sauce,oz,0.1544,,,,0.1544,0.1167,,,,0.1167,0.2056,,,,0.2056,0.2752,0.1848,2026-09-20,2026-09-26,0.1848,0.1244,0.466,2026-09-02,2026-10-13,0.1244,0.1676,,,,0.1676,0.1127,0.3731,2026-08-25,2026-09-24,0.1127
dried-parsley,Parsley (dried),oz,3.9867,,,,3.9867,3.96,,,,3.96,5.58,,,,5.58,,,,,,2.5,,,,2.5,2.0125,,,,2.0125,2.2667,,,,2.2667
dried-oregano,Oregano (dried),oz,1.064,,,,1.064,1.32,,,,1.32,2.92,,,,2.92,4.98,,,,4.98,1.6959,,,,1.6959,1.0873,,,,1.0873,1.2414,,,,1.2414
dried-thyme,Thyme (dried),oz,,,,,,,,,,,,,,,,5.7,,,,5.7,3.1087,5.7538,2026-08-19,2026-09-29,3.1087,0.8776,,,,0.8776,1.9857,,,,1.9857
ground-cumin,Ground Cumin,oz,,,,,,0.495,,,,0.495,1.145,,,,1.145,0.57,,,,0.57,1.1633,,,,1.1633,0.5612,,,,0.5612,0.548,,,,0.548
coconut-oil,Coconut Oil,oz,0.5707,,,,0.5707,0.3707,,,,0.3707,0.3207,,,,0.3207,,,,,,0.3263,,,,0.3263,0.1961,,,,0.1961,0.2443,0.432,2026-08-31,2026-09-30,0.2443
disinfecting-wipes,Disinfecting Wipes,each,,,,,,0.0393,,,,0.0393,0.0932,,,,0.0932,0.0999,0.0743,2026-09-09,2026-10-09,0.0743,0.0532,0.0467,2026-09-02,2026-11-10,0.0467,0.0368,,,,0.0368,0.0397,,,,0.0397
chili-powder,Chili Powder,oz,0.4545,,,,0.4545,0.396,,,,0.396,0.6145,,,,0.6145,0.6244,0.4994,2026-09-23,2026-09-26,0.4994,0.6313,1.7086,2026-08-19,2026-09-29,0.6313,0.509,,,,0.509,0.36,,,,0.36
dried-guajillo-chiles,Dried Guajillo Chiles,oz,,,,,,,,,,,,,,,,,,,,,,,,,,0.4317,,,,0.4317,0.6033,,,,0.6033
bay-leaves,Bay Leaves,oz,,,,,,,,,,,31.9333,,,,31.9333,14.6471,,,,14.6471,7.9733,,,,7.9733,4.27,,,,4.27,25.1667,,,,25.1667
disinfectant-spray,Disinfectant Spray,oz,0.5592,0.4792,2026-08-31,2026-09-27,0.4792,,,,,,0.5784,,,,0.5784,0.7192,,,,0.7192,0.2188,0.1996,2026-08-10,2026-10-04,0.1996,0.2804,,,,0.2804,0.2511,,,,0.2511
toilet-bowl-cleaner,Toilet Bowl Cleaner,floz,0.1454,,,,0.1454,0.0746,,,,0.0746,0.1028,,,,0.1028,,,,,,0.0935,,,,0.0935,0.0897,,,,0.0897,0.0725,,,,0.0725
fruit-cups,Fruit Cups,each,0.695,,,,0.695,0.5475,,,,0.5475,0.7475,,,,0.7475,0.7492,0.6233,2026-09-17,2026-10-17,0.6233,0.6246,0.75,2026-09-02,2026-11-10,0.6246,0.474,,,,0.474,0.5925,0.7425,2026-08-31,2026-09-30,0.5925
italian-seasoning,Italian Seasoning,oz,,,,,,1.32,,,,1.32,1.352,,,,1.352,1.3317,,,,1.3317,2.0833,,,,2.0833,1.1633,,,,1.1633,1.06,,,,1.06
fabric-softener,Fabric Softener (liquid),floz,0.113,,,,0.113,0.0884,,,,0.0884,0.0978,,,,0.0978,0.1214,0.1142,2026-09-09,2026-10-09,0.1142,0.0809,,,,0.0809,0.0646,,,,0.0646,0.0726,,,,0.0726
dried-basil,Basil (dried),oz,,,,,,,,,,,,,,,,3.32,,,,3.32,4.6279,,,,4.6279,1.0624,,,,1.0624,1.35,,,,1.35
shower-cleaner,Shower / Bathroom Cleaner,floz,0.0998,,,,0.0998,0.0872,,,,0.0872,0.1872,,,,0.1872,0.1244,0.0919,2026-09-21,2026-09-26,0.0919,0.1184,,,,0.1184,0.1035,,,,0.1035,0.0619,,,,0.0619
applesauce,Applesauce,oz,0.0829,,,,0.0829,0.0812,,,,0.0812,0.0894,,,,0.0894,,,,,,0.0738,0.079,2026-09-14,2026-12-06,0.0738,0.0642,,,,0.0642,0.0806,0.1815,2026-08-26,2026-09-25,0.0806
tomatoes-green-chilies,Diced Tomatoes with Green Chilies (Ro-Tel style),oz,0.0821,0.0683,,,0.0683,0.095,,,,0.095,0.0683,,,,0.0683,,,,,,0.069,,,,0.069,0.0998,,,,0.0998,0.0971,,,,0.0971
fresh-thyme,Fresh Thyme,oz,,,,,,2.98,,,,2.98,5.98,3.98,2026-09-20,2026-09-26,3.98,,,,,,,,,,,,,,,,3.84,,,,3.84
deodorant,Deodorant,oz,2.1115,,,,2.1115,1.3133,,,,1.3133,0.7317,1.6667,2026-09-20,2026-09-26,0.7317,1.33,1.7079,2026-09-21,2026-09-26,1.33,1.15,2.6885,2026-09-12,2026-10-06,1.15,0.8987,,,,0.8987,0.754,,,,0.754
stuffing-mix,Stuffing Mix,oz,0.1583,,,,0.1583,0.1583,,,,0.1583,0.2317,0.362,2026-09-20,2026-09-26,0.2317,,,,,,0.215,0.4167,2026-09-16,2026-10-06,0.215,0.2217,,,,0.2217,0.1617,,,,0.1617
orange-juice,Orange Juice,floz,0.0702,,,,0.0702,0.0585,,,,0.0585,0.0702,0.0863,2026-09-20,2026-09-26,0.0702,,,,,,0.0547,0.1304,2026-09-09,2026-09-29,0.0547,0.0667,,,,0.0667,0.0667,,,,0.0667
batteries,Batteries (AA),each,,,,,,0.3688,,,,0.3688,0.6345,0.7492,2026-09-20,2026-09-26,0.6345,,,,,,0.4719,,,,0.4719,0.3746,,,,0.3746,0.4712,,,,0.4712
tomato-soup,Tomato Soup (canned),oz,0.1133,,,,0.1133,0.1191,,,,0.1191,0.0842,0.1163,2026-09-20,2026-09-26,0.0842,,,,,,0.0765,,,,0.0765,0.1541,,,,0.1541,0.0688,,,,0.0688
sun-dried-tomatoes,Sun-Dried Tomatoes,oz,,,,,,0.4738,,,,0.4738,0.7488,0.4694,2026-09-20,2026-09-26,0.4694,,,,,,0.61,0.4989,2026-09-16,2026-10-13,0.4989,0.4158,,,,0.4158,0.6153,,,,0.6153
kidney-beans,Kidney Beans (canned),oz,0.0639,,,,0.0639,0.0548,,,,0.0548,0.0639,0.0645,2026-09-20,2026-09-26,0.0639,,,,,,0.0638,,,,0.0638,,,,,,0.0594,,,,0.0594
dish-soap,Dish Soap (liquid),floz,,,,,,0.0785,,,,0.0785,0.0888,0.1246,2026-09-20,2026-09-26,0.0888,0.1541,0.1024,2026-09-21,2026-09-26,0.1024,0.0711,0.1228,2026-09-23,2026-10-06,0.0711,0.088,,,,0.088,0.0619,,,,0.0619
